-------------------------------------------------------------------------------
Unless stated otherwise, all data in the OATH Dataset is licensed under a
inuv 28/Feb/2009 04:38:42.0,images/scaled_cropped/04734.png
inuv 28/Feb/2009 04:39:06.0,images/scaled_cropped/04735.png
inuv 28/Feb/2009 04:39:57.0,images/scaled_cropped/04736.png
inuv 28/Feb/2009 04:40:03.0,images/scaled_cropped/04737.png
inuv 28/Feb/2009 04:40:15.0,images/scaled_cropped/04738.png
inuv 28/Feb/2009 04:40:33.0,images/scaled_cropped/04739.png
inuv 28/Feb/2009 04:40:48.0,images/scaled_cropped/04740.png
inuv 28/Feb/2009 04:41:45.0,images/scaled_cropped/04741.png
inuv 28/Feb/2009 04:44:51.0,images/scaled_cropped/04742.png
inuv 28/Feb/2009 04:45:12.0,images/scaled_cropped/04743.png
inuv 28/Feb/2009 04:45:48.0,images/scaled_cropped/04744.png
inuv 28/Feb/2009 04:46:30.0,images/scaled_cropped/04745.png
inuv 28/Feb/2009 04:46:42.0,images/scaled_cropped/04746.png
inuv 28/Feb/2009 04:48:54.0,images/scaled_cropped/04747.png
inuv 28/Feb/2009 04:51:00.0,images/scaled_cropped/04748.png
inuv 28/Feb/2009 04:51:21.0,images/scaled_cropped/04749.png
inuv 28/Feb/2009 04:52:09.0,images/scaled_cropped/04750.png
inuv 28/Feb/2009 04:53:09.0,images/scaled_cropped/04751.png
inuv 28/Feb/2009 04:53:21.0,images/scaled_cropped/04752.png
inuv 28/Feb/2009 04:55:03.0,images/scaled_cropped/04753.png
inuv 28/Feb/2009 04:56:30.0,images/scaled_cropped/04754.png
inuv 28/Feb/2009 04:56:42.0,images/scaled_cropped/04755.png
inuv 28/Feb/2009 04:56:45.0,images/scaled_cropped/04756.png
inuv 28/Feb/2009 04:57:03.0,images/scaled_cropped/04757.png
inuv 28/Feb/2009 04:57:36.0,images/scaled_cropped/04758.png
inuv 28/Feb/2009 04:58:12.0,images/scaled_cropped/04759.png
inuv 28/Feb/2009 04:59:57.0,images/scaled_cropped/04760.png
inuv 28/Feb/2009 05:00:48.0,images/scaled_cropped/04761.png
inuv 28/Feb/2009 05:01:03.0,images/scaled_cropped/04762.png
inuv 28/Feb/2009 05:01:15.0,images/scaled_cropped/04763.png
inuv 28/Feb/2009 05:01:18.0,images/scaled_cropped/04764.png
inuv 28/Feb/2009 05:01:39.0,images/scaled_cropped/04765.png
inuv 28/Feb/2009 05:01:54.0,images/scaled_cropped/04766.png
inuv 28/Feb/2009 05:04:21.0,images/scaled_cropped/04767.png
inuv 28/Feb/2009 05:05:24.0,images/scaled_cropped/04768.png
inuv 28/Feb/2009 05:08:00.0,images/scaled_cropped/04769.png
inuv 28/Feb/2009 05:08:15.0,images/scaled_cropped/04770.png
inuv 28/Feb/2009 05:09:57.0,images/scaled_cropped/04771.png
inuv 28/Feb/2009 05:10:09.0,images/scaled_cropped/04772.png
inuv 28/Feb/2009 05:10:39.0,images/scaled_cropped/04773.png
inuv 28/Feb/2009 05:11:21.0,images/scaled_cropped/04774.png
inuv 28/Feb/2009 05:12:15.0,images/scaled_cropped/04775.png
inuv 28/Feb/2009 05:12:54.0,images/scaled_cropped/04776.png
inuv 28/Feb/2009 05:13:12.0,images/scaled_cropped/04777.png
inuv 28/Feb/2009 05:13:24.0,images/scaled_cropped/04778.png
inuv 28/Feb/2009 05:13:42.0,images/scaled_cropped/04779.png
inuv 28/Feb/2009 05:16:03.0,images/scaled_cropped/04780.png
inuv 28/Feb/2009 05:17:21.0,images/scaled_cropped/04781.png
inuv 28/Feb/2009 05:17:24.0,images/scaled_cropped/04782.png
inuv 28/Feb/2009 05:19:00.0,images/scaled_cropped/04783.png
inuv 28/Feb/2009 05:19:15.0,images/scaled_cropped/04784.png
inuv 28/Feb/2009 05:19:24.0,images/scaled_cropped/04785.png
inuv 28/Feb/2009 05:20:06.0,images/scaled_cropped/04786.png
inuv 28/Feb/2009 05:20:54.0,images/scaled_cropped/04787.png
inuv 28/Feb/2009 05:21:36.0,images/scaled_cropped/04788.png
inuv 28/Feb/2009 05:22:09.0,images/scaled_cropped/04789.png
inuv 28/Feb/2009 05:23:09.0,images/scaled_cropped/04790.png
inuv 28/Feb/2009 05:24:06.0,images/scaled_cropped/04791.png
inuv 28/Feb/2009 05:26:18.0,images/scaled_cropped/04792.png
inuv 28/Feb/2009 05:26:21.0,images/scaled_cropped/04793.png
inuv 28/Feb/2009 05:27:42.0,images/scaled_cropped/04794.png
inuv 28/Feb/2009 05:27:45.0,images/scaled_cropped/04795.png
inuv 28/Feb/2009 05:29:00.0,images/scaled_cropped/04796.png
inuv 28/Feb/2009 05:29:21.0,images/scaled_cropped/04797.png
inuv 28/Feb/2009 05:29:36.0,images/scaled_cropped/04798.png
inuv 28/Feb/2009 05:30:39.0,images/scaled_cropped/04799.png
inuv 28/Feb/2009 05:32:42.0,images/scaled_cropped/04800.png
inuv 28/Feb/2009 05:32:45.0,images/scaled_cropped/04801.png
inuv 28/Feb/2009 05:32:51.0,images/scaled_cropped/04802.png
inuv 28/Feb/2009 05:36:03.0,images/scaled_cropped/04803.png
inuv 28/Feb/2009 05:36:39.0,images/scaled_cropped/04804.png
inuv 28/Feb/2009 05:36:51.0,images/scaled_cropped/04805.png
inuv 28/Feb/2009 05:36:54.0,images/scaled_cropped/04806.png
inuv 28/Feb/2009 05:37:12.0,images/scaled_cropped/04807.png
inuv 28/Feb/2009 05:38:15.0,images/scaled_cropped/04808.png
inuv 28/Feb/2009 05:38:51.0,images/scaled_cropped/04809.png
inuv 28/Feb/2009 05:39:03.0,images/scaled_cropped/04810.png
inuv 28/Feb/2009 05:39:18.0,images/scaled_cropped/04811.png
inuv 28/Feb/2009 05:39:24.0,images/scaled_cropped/04812.png
inuv 28/Feb/2009 05:40:21.0,images/scaled_cropped/04813.png
inuv 28/Feb/2009 05:41:30.0,images/scaled_cropped/04814.png
inuv 28/Feb/2009 05:42:09.0,images/scaled_cropped/04815.png
inuv 28/Feb/2009 05:43:06.0,images/scaled_cropped/04816.png
inuv 28/Feb/2009 05:43:30.0,images/scaled_cropped/04817.png
inuv 28/Feb/2009 05:43:54.0,images/scaled_cropped/04818.png
inuv 28/Feb/2009 05:43:57.0,images/scaled_cropped/04819.png
inuv 28/Feb/2009 05:47:06.0,images/scaled_cropped/04820.png
inuv 28/Feb/2009 05:47:18.0,images/scaled_cropped/04821.png
inuv 28/Feb/2009 05:47:24.0,images/scaled_cropped/04822.png
inuv 28/Feb/2009 05:48:18.0,images/scaled_cropped/04823.png
inuv 28/Feb/2009 05:49:18.0,images/scaled_cropped/04824.png
inuv 28/Feb/2009 05:50:06.0,images/scaled_cropped/04825.png
inuv 28/Feb/2009 05:50:18.0,images/scaled_cropped/04826.png
inuv 28/Feb/2009 05:50:48.0,images/scaled_cropped/04827.png
inuv 28/Feb/2009 05:51:00.0,images/scaled_cropped/04828.png
inuv 28/Feb/2009 05:51:15.0,images/scaled_cropped/04829.png
inuv 28/Feb/2009 05:51:30.0,images/scaled_cropped/04830.png
inuv 28/Feb/2009 05:52:00.0,images/scaled_cropped/04831.png
inuv 28/Feb/2009 05:52:12.0,images/scaled_cropped/04832.png
inuv 28/Feb/2009 05:52:27.0,images/scaled_cropped/04833.png
inuv 28/Feb/2009 05:54:30.0,images/scaled_cropped/04834.png
inuv 28/Feb/2009 05:56:54.0,images/scaled_cropped/04835.png
inuv 28/Feb/2009 05:57:48.0,images/scaled_cropped/04836.png
inuv 28/Feb/2009 05:57:51.0,images/scaled_cropped/04837.png
inuv 28/Feb/2009 05:58:03.0,images/scaled_cropped/04838.png
inuv 28/Feb/2009 05:58:18.0,images/scaled_cropped/04839.png
inuv 28/Feb/2009 05:58:48.0,images/scaled_cropped/04840.png
inuv 28/Feb/2009 05:59:15.0,images/scaled_cropped/04841.png
inuv 28/Feb/2009 06:01:15.0,images/scaled_cropped/04842.png
inuv 28/Feb/2009 06:01:18.0,images/scaled_cropped/04843.png
inuv 28/Feb/2009 06:02:24.0,images/scaled_cropped/04844.png
inuv 28/Feb/2009 06:02:30.0,images/scaled_cropped/04845.png
inuv 28/Feb/2009 06:04:09.0,images/scaled_cropped/04846.png
inuv 28/Feb/2009 06:04:57.0,images/scaled_cropped/04847.png
inuv 28/Feb/2009 06:06:39.0,images/scaled_cropped/04848.png
inuv 28/Feb/2009 06:07:39.0,images/scaled_cropped/04849.png
inuv 28/Feb/2009 06:08:15.0,images/scaled_cropped/04850.png
inuv 28/Feb/2009 06:11:09.0,images/scaled_cropped/04851.png
inuv 28/Feb/2009 06:11:57.0,images/scaled_cropped/04852.png
inuv 28/Feb/2009 06:12:21.0,images/scaled_cropped/04853.png
inuv 28/Feb/2009 06:12:39.0,images/scaled_cropped/04854.png
inuv 28/Feb/2009 06:12:48.0,images/scaled_cropped/04855.png
inuv 28/Feb/2009 06:12:54.0,images/scaled_cropped/04856.png
inuv 28/Feb/2009 06:14:09.0,images/scaled_cropped/04857.png
inuv 28/Feb/2009 06:14:51.0,images/scaled_cropped/04858.png
inuv 28/Feb/2009 06:15:00.0,images/scaled_cropped/04859.png
inuv 28/Feb/2009 06:15:42.0,images/scaled_cropped/04860.png
inuv 28/Feb/2009 06:15:51.0,images/scaled_cropped/04861.png
inuv 28/Feb/2009 06:18:18.0,images/scaled_cropped/04862.png
inuv 28/Feb/2009 06:20:03.0,images/scaled_cropped/04863.png
inuv 28/Feb/2009 06:22:12.0,images/scaled_cropped/04864.png
inuv 28/Feb/2009 06:23:09.0,images/scaled_cropped/04865.png
inuv 28/Feb/2009 06:24:42.0,images/scaled_cropped/04866.png
inuv 28/Feb/2009 06:25:51.0,images/scaled_cropped/04867.png
inuv 28/Feb/2009 06:25:54.0,images/scaled_cropped/04868.png
inuv 28/Feb/2009 06:30:15.0,images/scaled_cropped/04869.png
inuv 28/Feb/2009 06:33:09.0,images/scaled_cropped/04870.png
inuv 28/Feb/2009 06:33:18.0,images/scaled_cropped/04871.png
inuv 28/Feb/2009 06:37:00.0,images/scaled_cropped/04872.png
inuv 28/Feb/2009 06:38:00.0,images/scaled_cropped/04873.png
inuv 28/Feb/2009 06:38:54.0,images/scaled_cropped/04874.png
inuv 28/Feb/2009 06:42:06.0,images/scaled_cropped/04875.png
inuv 28/Feb/2009 06:42:09.0,images/scaled_cropped/04876.png
inuv 28/Feb/2009 06:42:21.0,images/scaled_cropped/04877.png
inuv 28/Feb/2009 06:44:24.0,images/scaled_cropped/04878.png
inuv 28/Feb/2009 06:45:36.0,images/scaled_cropped/04879.png
inuv 28/Feb/2009 06:49:27.0,images/scaled_cropped/04880.png
inuv 28/Feb/2009 06:50:03.0,images/scaled_cropped/04881.png
inuv 28/Feb/2009 06:50:48.0,images/scaled_cropped/04882.png
inuv 28/Feb/2009 06:51:33.0,images/scaled_cropped/04883.png
inuv 28/Feb/2009 06:52:00.0,images/scaled_cropped/04884.png
inuv 28/Feb/2009 06:52:15.0,images/scaled_cropped/04885.png
inuv 28/Feb/2009 06:54:15.0,images/scaled_cropped/04886.png
inuv 28/Feb/2009 06:54:27.0,images/scaled_cropped/04887.png
inuv 28/Feb/2009 06:55:03.0,images/scaled_cropped/04888.png
inuv 28/Feb/2009 06:55:51.0,images/scaled_cropped/04889.png
inuv 28/Feb/2009 06:56:27.0,images/scaled_cropped/04890.png
inuv 28/Feb/2009 06:57:15.0,images/scaled_cropped/04891.png
inuv 28/Feb/2009 06:58:24.0,images/scaled_cropped/04892.png
inuv 28/Feb/2009 06:58:42.0,images/scaled_cropped/04893.png
inuv 28/Feb/2009 06:59:09.0,images/scaled_cropped/04894.png
inuv 28/Feb/2009 06:59:30.0,images/scaled_cropped/04895.png
inuv 28/Feb/2009 07:00:24.0,images/scaled_cropped/04896.png
inuv 28/Feb/2009 07:00:57.0,images/scaled_cropped/04897.png
inuv 28/Feb/2009 07:02:06.0,images/scaled_cropped/04898.png
inuv 28/Feb/2009 07:04:12.0,images/scaled_cropped/04899.png
inuv 28/Feb/2009 07:04:21.0,images/scaled_cropped/04900.png
inuv 28/Feb/2009 07:04:24.0,images/scaled_cropped/04901.png
inuv 28/Feb/2009 07:04:30.0,images/scaled_cropped/04902.png
inuv 28/Feb/2009 07:06:03.0,images/scaled_cropped/04903.png
inuv 28/Feb/2009 07:08:51.0,images/scaled_cropped/04904.png
inuv 28/Feb/2009 07:10:21.0,images/scaled_cropped/04905.png
inuv 28/Feb/2009 07:12:00.0,images/scaled_cropped/04906.png
inuv 28/Feb/2009 07:12:45.0,images/scaled_cropped/04907.png
inuv 28/Feb/2009 07:13:24.0,images/scaled_cropped/04908.png
inuv 28/Feb/2009 07:15:54.0,images/scaled_cropped/04909.png
inuv 28/Feb/2009 07:16:33.0,images/scaled_cropped/04910.png
inuv 28/Feb/2009 07:17:24.0,images/scaled_cropped/04911.png
inuv 28/Feb/2009 07:19:30.0,images/scaled_cropped/04912.png
inuv 28/Feb/2009 07:20:51.0,images/scaled_cropped/04913.png
inuv 28/Feb/2009 07:21:24.0,images/scaled_cropped/04914.png
inuv 28/Feb/2009 07:21:30.0,images/scaled_cropped/04915.png
inuv 28/Feb/2009 07:21:36.0,images/scaled_cropped/04916.png
inuv 28/Feb/2009 07:24:45.0,images/scaled_cropped/04917.png
inuv 28/Feb/2009 07:25:06.0,images/scaled_cropped/04918.png
inuv 28/Feb/2009 07:25:42.0,images/scaled_cropped/04919.png
inuv 28/Feb/2009 07:25:54.0,images/scaled_cropped/04920.png
inuv 28/Feb/2009 07:26:00.0,images/scaled_cropped/04921.png
inuv 28/Feb/2009 07:26:09.0,images/scaled_cropped/04922.png
inuv 28/Feb/2009 07:29:03.0,images/scaled_cropped/04923.png
inuv 28/Feb/2009 07:32:51.0,images/scaled_cropped/04924.png
inuv 28/Feb/2009 07:35:18.0,images/scaled_cropped/04925.png
inuv 28/Feb/2009 07:35:39.0,images/scaled_cropped/04926.png
inuv 28/Feb/2009 07:35:48.0,images/scaled_cropped/04927.png
inuv 28/Feb/2009 07:39:54.0,images/scaled_cropped/04928.png
inuv 28/Feb/2009 07:39:57.0,images/scaled_cropped/04929.png
inuv 28/Feb/2009 07:43:09.0,images/scaled_cropped/04930.png
inuv 28/Feb/2009 07:43:24.0,images/scaled_cropped/04931.png
inuv 28/Feb/2009 07:43:27.0,images/scaled_cropped/04932.png
inuv 28/Feb/2009 07:45:30.0,images/scaled_cropped/04933.png
inuv 28/Feb/2009 07:45:51.0,images/scaled_cropped/04934.png
inuv 28/Feb/2009 07:46:12.0,images/scaled_cropped/04935.png
inuv 28/Feb/2009 07:48:27.0,images/scaled_cropped/04936.png
inuv 28/Feb/2009 07:48:33.0,images/scaled_cropped/04937.png
inuv 28/Feb/2009 07:48:54.0,images/scaled_cropped/04938.png
inuv 28/Feb/2009 07:49:00.0,images/scaled_cropped/04939.png
inuv 28/Feb/2009 07:49:48.0,images/scaled_cropped/04940.png
inuv 28/Feb/2009 07:49:54.0,images/scaled_cropped/04941.png
inuv 28/Feb/2009 07:52:00.0,images/scaled_cropped/04942.png
inuv 28/Feb/2009 07:52:42.0,images/scaled_cropped/04943.png
inuv 28/Feb/2009 07:53:12.0,images/scaled_cropped/04944.png
inuv 28/Feb/2009 07:53:24.0,images/scaled_cropped/04945.png
inuv 28/Feb/2009 07:55:15.0,images/scaled_cropped/04946.png
inuv 28/Feb/2009 07:55:21.0,images/scaled_cropped/04947.png
inuv 28/Feb/2009 07:56:18.0,images/scaled_cropped/04948.png
inuv 28/Feb/2009 07:57:00.0,images/scaled_cropped/04949.png
inuv 28/Feb/2009 07:57:09.0,images/scaled_cropped/04950.png
inuv 28/Feb/2009 07:57:15.0,images/scaled_cropped/04951.png
inuv 28/Feb/2009 07:59:15.0,images/scaled_cropped/04952.png
inuv 28/Feb/2009 07:59:24.0,images/scaled_cropped/04953.png
inuv 28/Feb/2009 07:59:42.0,images/scaled_cropped/04954.png
inuv 28/Feb/2009 08:00:27.0,images/scaled_cropped/04955.png
inuv 28/Feb/2009 08:01:00.0,images/scaled_cropped/04956.png
inuv 28/Feb/2009 08:01:42.0,images/scaled_cropped/04957.png
inuv 28/Feb/2009 08:03:00.0,images/scaled_cropped/04958.png
inuv 28/Feb/2009 08:03:42.0,images/scaled_cropped/04959.png
inuv 28/Feb/2009 08:04:09.0,images/scaled_cropped/04960.png
inuv 28/Feb/2009 08:04:45.0,images/scaled_cropped/04961.png
inuv 28/Feb/2009 08:05:09.0,images/scaled_cropped/04962.png
inuv 28/Feb/2009 08:05:18.0,images/scaled_cropped/04963.png
inuv 28/Feb/2009 08:05:39.0,images/scaled_cropped/04964.png
inuv 28/Feb/2009 08:06:39.0,images/scaled_cropped/04965.png
inuv 28/Feb/2009 08:07:48.0,images/scaled_cropped/04966.png
inuv 28/Feb/2009 08:07:54.0,images/scaled_cropped/04967.png
inuv 28/Feb/2009 08:10:09.0,images/scaled_cropped/04968.png
inuv 28/Feb/2009 08:11:09.0,images/scaled_cropped/04969.png
inuv 28/Feb/2009 08:12:33.0,images/scaled_cropped/04970.png
inuv 28/Feb/2009 08:15:15.0,images/scaled_cropped/04971.png
inuv 28/Feb/2009 08:16:27.0,images/scaled_cropped/04972.png
inuv 28/Feb/2009 08:16:57.0,images/scaled_cropped/04973.png
inuv 28/Feb/2009 08:21:00.0,images/scaled_cropped/04974.png
inuv 28/Feb/2009 08:22:54.0,images/scaled_cropped/04975.png
inuv 28/Feb/2009 08:22:57.0,images/scaled_cropped/04976.png
inuv 28/Feb/2009 08:24:48.0,images/scaled_cropped/04977.png
inuv 28/Feb/2009 08:27:09.0,images/scaled_cropped/04978.png
inuv 28/Feb/2009 08:31:00.0,images/scaled_cropped/04979.png
inuv 28/Feb/2009 08:33:06.0,images/scaled_cropped/04980.png
inuv 28/Feb/2009 08:35:15.0,images/scaled_cropped/04981.png
inuv 28/Feb/2009 08:36:03.0,images/scaled_cropped/04982.png
inuv 28/Feb/2009 08:37:15.0,images/scaled_cropped/04983.png
inuv 28/Feb/2009 08:37:54.0,images/scaled_cropped/04984.png
inuv 28/Feb/2009 08:38:12.0,images/scaled_cropped/04985.png
inuv 28/Feb/2009 08:39:00.0,images/scaled_cropped/04986.png
inuv 28/Feb/2009 08:40:54.0,images/scaled_cropped/04987.png
inuv 28/Feb/2009 08:41:06.0,images/scaled_cropped/04988.png
inuv 28/Feb/2009 08:41:18.0,images/scaled_cropped/04989.png
inuv 28/Feb/2009 08:41:36.0,images/scaled_cropped/04990.png
inuv 28/Feb/2009 08:42:33.0,images/scaled_cropped/04991.png
inuv 28/Feb/2009 08:43:03.0,images/scaled_cropped/04992.png
inuv 28/Feb/2009 08:43:24.0,images/scaled_cropped/04993.png
inuv 28/Feb/2009 08:43:42.0,images/scaled_cropped/04994.png
inuv 28/Feb/2009 08:45:54.0,images/scaled_cropped/04995.png
inuv 28/Feb/2009 08:48:03.0,images/scaled_cropped/04996.png
inuv 28/Feb/2009 08:49:21.0,images/scaled_cropped/04997.png
inuv 28/Feb/2009 08:49:30.0,images/scaled_cropped/04998.png
inuv 28/Feb/2009 08:49:54.0,images/scaled_cropped/04999.png
inuv 28/Feb/2009 08:52:54.0,images/scaled_cropped/05000.png
inuv 28/Feb/2009 08:53:21.0,images/scaled_cropped/05001.png
inuv 28/Feb/2009 08:53:27.0,images/scaled_cropped/05002.png
inuv 28/Feb/2009 08:54:03.0,images/scaled_cropped/05003.png
inuv 28/Feb/2009 08:55:36.0,images/scaled_cropped/05004.png
inuv 28/Feb/2009 08:55:48.0,images/scaled_cropped/05005.png
inuv 28/Feb/2009 08:55:57.0,images/scaled_cropped/05006.png
inuv 28/Feb/2009 08:56:57.0,images/scaled_cropped/05007.png
inuv 28/Feb/2009 08:57:57.0,images/scaled_cropped/05008.png
inuv 28/Feb/2009 09:00:51.0,images/scaled_cropped/05009.png
inuv 28/Feb/2009 09:00:54.0,images/scaled_cropped/05010.png
inuv 28/Feb/2009 09:03:21.0,images/scaled_cropped/05011.png
inuv 28/Feb/2009 09:04:06.0,images/scaled_cropped/05012.png
inuv 28/Feb/2009 09:06:03.0,images/scaled_cropped/05013.png
inuv 28/Feb/2009 09:07:33.0,images/scaled_cropped/05014.png
inuv 28/Feb/2009 09:08:03.0,images/scaled_cropped/05015.png
inuv 28/Feb/2009 09:08:45.0,images/scaled_cropped/05016.png
inuv 28/Feb/2009 09:11:03.0,images/scaled_cropped/05017.png
inuv 28/Feb/2009 09:13:42.0,images/scaled_cropped/05018.png
inuv 28/Feb/2009 09:13:48.0,images/scaled_cropped/05019.png
inuv 28/Feb/2009 09:14:24.0,images/scaled_cropped/05020.png
inuv 28/Feb/2009 09:15:45.0,images/scaled_cropped/05021.png
inuv 28/Feb/2009 09:15:48.0,images/scaled_cropped/05022.png
inuv 28/Feb/2009 09:16:18.0,images/scaled_cropped/05023.png
inuv 28/Feb/2009 09:17:24.0,images/scaled_cropped/05024.png
inuv 28/Feb/2009 09:17:39.0,images/scaled_cropped/05025.png
inuv 28/Feb/2009 09:17:45.0,images/scaled_cropped/05026.png
inuv 28/Feb/2009 09:18:06.0,images/scaled_cropped/05027.png
inuv 28/Feb/2009 09:19:18.0,images/scaled_cropped/05028.png
inuv 28/Feb/2009 09:22:36.0,images/scaled_cropped/05029.png
inuv 28/Feb/2009 09:23:18.0,images/scaled_cropped/05030.png
inuv 28/Feb/2009 09:25:09.0,images/scaled_cropped/05031.png
inuv 28/Feb/2009 09:26:21.0,images/scaled_cropped/05032.png
inuv 28/Feb/2009 09:26:45.0,images/scaled_cropped/05033.png
inuv 28/Feb/2009 09:27:48.0,images/scaled_cropped/05034.png
inuv 28/Feb/2009 09:27:54.0,images/scaled_cropped/05035.png
inuv 28/Feb/2009 09:28:00.0,images/scaled_cropped/05036.png
inuv 28/Feb/2009 09:28:18.0,images/scaled_cropped/05037.png
inuv 28/Feb/2009 09:30:18.0,images/scaled_cropped/05038.png
inuv 28/Feb/2009 09:30:21.0,images/scaled_cropped/05039.png
inuv 28/Feb/2009 09:30:27.0,images/scaled_cropped/05040.png
inuv 28/Feb/2009 09:31:33.0,images/scaled_cropped/05041.png
inuv 28/Feb/2009 09:31:36.0,images/scaled_cropped/05042.png
inuv 28/Feb/2009 09:32:27.0,images/scaled_cropped/05043.png
inuv 28/Feb/2009 09:32:30.0,images/scaled_cropped/05044.png
inuv 28/Feb/2009 09:33:15.0,images/scaled_cropped/05045.png
inuv 28/Feb/2009 09:33:27.0,images/scaled_cropped/05046.png
inuv 28/Feb/2009 09:33:30.0,images/scaled_cropped/05047.png
inuv 28/Feb/2009 09:34:12.0,images/scaled_cropped/05048.png
inuv 28/Feb/2009 09:37:33.0,images/scaled_cropped/05049.png
inuv 28/Feb/2009 09:38:54.0,images/scaled_cropped/05050.png
inuv 28/Feb/2009 09:41:18.0,images/scaled_cropped/05051.png
inuv 28/Feb/2009 09:41:30.0,images/scaled_cropped/05052.png
inuv 28/Feb/2009 09:41:39.0,images/scaled_cropped/05053.png
inuv 28/Feb/2009 09:44:00.0,images/scaled_cropped/05054.png
inuv 28/Feb/2009 09:44:12.0,images/scaled_cropped/05055.png
inuv 28/Feb/2009 09:44:33.0,images/scaled_cropped/05056.png
inuv 28/Feb/2009 09:45:42.0,images/scaled_cropped/05057.png
inuv 28/Feb/2009 09:48:12.0,images/scaled_cropped/05058.png
inuv 28/Feb/2009 09:49:24.0,images/scaled_cropped/05059.png
inuv 28/Feb/2009 09:51:09.0,images/scaled_cropped/05060.png
inuv 28/Feb/2009 09:51:24.0,images/scaled_cropped/05061.png
inuv 28/Feb/2009 09:52:27.0,images/scaled_cropped/05062.png
inuv 28/Feb/2009 09:54:03.0,images/scaled_cropped/05063.png
inuv 28/Feb/2009 09:54:24.0,images/scaled_cropped/05064.png
inuv 28/Feb/2009 09:57:39.0,images/scaled_cropped/05065.png
inuv 28/Feb/2009 09:58:27.0,images/scaled_cropped/05066.png
inuv 28/Feb/2009 10:01:42.0,images/scaled_cropped/05067.png
inuv 28/Feb/2009 10:01:57.0,images/scaled_cropped/05068.png
inuv 28/Feb/2009 10:02:09.0,images/scaled_cropped/05069.png
inuv 28/Feb/2009 10:02:21.0,images/scaled_cropped/05070.png
inuv 28/Feb/2009 10:03:57.0,images/scaled_cropped/05071.png
inuv 28/Feb/2009 10:05:03.0,images/scaled_cropped/05072.png
inuv 28/Feb/2009 10:05:33.0,images/scaled_cropped/05073.png
inuv 28/Feb/2009 10:05:39.0,images/scaled_cropped/05074.png
inuv 28/Feb/2009 10:06:36.0,images/scaled_cropped/05075.png
inuv 28/Feb/2009 10:07:00.0,images/scaled_cropped/05076.png
inuv 28/Feb/2009 10:11:24.0,images/scaled_cropped/05077.png
inuv 28/Feb/2009 10:13:06.0,images/scaled_cropped/05078.png
inuv 28/Feb/2009 10:14:15.0,images/scaled_cropped/05079.png
inuv 28/Feb/2009 10:14:57.0,images/scaled_cropped/05080.png
inuv 28/Feb/2009 10:15:18.0,images/scaled_cropped/05081.png
inuv 28/Feb/2009 10:17:12.0,images/scaled_cropped/05082.png
inuv 28/Feb/2009 10:17:30.0,images/scaled_cropped/05083.png
inuv 28/Feb/2009 10:17:54.0,images/scaled_cropped/05084.png
inuv 28/Feb/2009 10:18:03.0,images/scaled_cropped/05085.png
inuv 28/Feb/2009 10:18:45.0,images/scaled_cropped/05086.png
inuv 28/Feb/2009 10:20:00.0,images/scaled_cropped/05087.png
inuv 28/Feb/2009 10:20:27.0,images/scaled_cropped/05088.png
inuv 28/Feb/2009 10:20:30.0,images/scaled_cropped/05089.png
inuv 28/Feb/2009 10:21:54.0,images/scaled_cropped/05090.png
inuv 28/Feb/2009 10:23:51.0,images/scaled_cropped/05091.png
inuv 28/Feb/2009 10:24:51.0,images/scaled_cropped/05092.png
inuv 28/Feb/2009 10:25:51.0,images/scaled_cropped/05093.png
inuv 28/Feb/2009 10:26:54.0,images/scaled_cropped/05094.png
inuv 28/Feb/2009 10:27:06.0,images/scaled_cropped/05095.png
inuv 28/Feb/2009 10:28:06.0,images/scaled_cropped/05096.png
inuv 28/Feb/2009 10:30:51.0,images/scaled_cropped/05097.png
inuv 28/Feb/2009 10:30:57.0,images/scaled_cropped/05098.png
inuv 28/Feb/2009 10:32:42.0,images/scaled_cropped/05099.png
inuv 28/Feb/2009 10:33:00.0,images/scaled_cropped/05100.png
inuv 28/Feb/2009 10:35:09.0,images/scaled_cropped/05101.png
inuv 28/Feb/2009 10:35:42.0,images/scaled_cropped/05102.png
inuv 28/Feb/2009 10:35:51.0,images/scaled_cropped/05103.png
inuv 28/Feb/2009 10:38:57.0,images/scaled_cropped/05104.png
inuv 28/Feb/2009 10:39:12.0,images/scaled_cropped/05105.png
inuv 28/Feb/2009 10:40:57.0,images/scaled_cropped/05106.png
inuv 28/Feb/2009 10:41:15.0,images/scaled_cropped/05107.png
inuv 28/Feb/2009 10:41:57.0,images/scaled_cropped/05108.png
inuv 28/Feb/2009 10:42:39.0,images/scaled_cropped/05109.png
inuv 28/Feb/2009 10:43:12.0,images/scaled_cropped/05110.png
inuv 28/Feb/2009 10:44:15.0,images/scaled_cropped/05111.png
inuv 28/Feb/2009 10:45:09.0,images/scaled_cropped/05112.png
inuv 28/Feb/2009 10:45:45.0,images/scaled_cropped/05113.png
inuv 28/Feb/2009 10:45:54.0,images/scaled_cropped/05114.png
inuv 28/Feb/2009 10:46:51.0,images/scaled_cropped/05115.png
inuv 28/Feb/2009 10:50:18.0,images/scaled_cropped/05116.png
inuv 28/Feb/2009 10:50:24.0,images/scaled_cropped/05117.png
inuv 28/Feb/2009 10:54:30.0,images/scaled_cropped/05118.png
inuv 28/Feb/2009 10:56:33.0,images/scaled_cropped/05119.png
inuv 28/Feb/2009 10:57:12.0,images/scaled_cropped/05120.png
